Index,Source,Target,Weight,Is_directed
80,NEU004,NEU061,1,1
81,NEU004,NEU068,1,1
82,NEU004,NEU069,1,1
83,NEU004,NEU070,1,1
84,NEU072,NEU004,1,1
85,NEU082,NEU004,1,1
86,NEU004,NEU084,1,1
87,NEU004,NEU112,1,1
88,NEU112,NEU004,2,1
89,NEU004,NEU113,1,1
90,NEU113,NEU004,1,1
91,NEU125,NEU004,1,1
92,NEU004,NEU131,2,1
93,NEU004,NEU162,1,1
94,NEU004,NEU175,4,1
95,NEU004,NEU176,4,1
96,NEU004,NEU177,1,1
97,NEU004,NEU189,2,1
98,NEU004,NEU205,1,1
99,NEU005,NEU021,5,1
100,NEU044,NEU005,3,1
101,NEU005,NEU052,1,1
102,NEU075,NEU005,1,1
103,NEU005,NEU134,1,1
104,NEU005,NEU166,3,1
105,NEU005,NEU175,1,1
106,NEU005,NEU182,2,1
107,NEU005,NEU221,2,1
108,NEU006,NEU020,1,1
109,NEU020,NEU006,1,1
110,NEU006,NEU022,3,1
111,NEU040,NEU006,1,1
112,NEU006,NEU045,1,1
113,NEU045,NEU006,2,1
114,NEU006,NEU053,4,1
115,NEU065,NEU006,3,1
116,NEU074,NEU006,3,1
117,NEU006,NEU076,1,1
118,NEU076,NEU006,1,1
119,NEU006,NEU159,1,1
120,NEU159,NEU006,1,1
121,NEU006,NEU167,1,1
122,NEU006,NEU176,1,1
123,NEU177,NEU006,1,1
124,NEU006,NEU182,3,1
125,NEU006,NEU220,1,1
126,NEU006,NEU222,2,1
127,NEU006,NEU234,1,1
128,NEU007,NEU011,2,1
129,NEU007,NEU013,2,1
130,NEU007,NEU014,1,1
131,NEU007,NEU023,2,1
132,NEU007,NEU041,1,1
133,NEU007,NEU044,2,1
134,NEU007,NEU054,2,1
135,NEU007,NEU055,3,1
136,NEU007,NEU056,2,1
137,NEU007,NEU058,1,1
138,NEU007,NEU059,4,1
139,NEU066,NEU007,1,1
140,NEU007,NEU067,1,1
141,NEU007,NEU068,3,1
142,NEU007,NEU075,2,1
143,NEU085,NEU007,1,1
144,NEU007,NEU134,1,1
145,NEU007,NEU180,1,1
146,NEU210,NEU007,1,1
147,NEU008,NEU012,2,1
148,NEU012,NEU008,2,1
149,NEU008,NEU014,10,1
150,NEU008,NEU041,1,1
151,NEU008,NEU045,1,1
152,NEU008,NEU055,2,1
153,NEU008,NEU056,1,1
154,NEU008,NEU057,2,1
155,NEU008,NEU058,1,1
156,NEU008,NEU059,2,1
157,NEU066,NEU008,2,1
158,NEU008,NEU068,1,1
159,NEU008,NEU078,3,1
160,NEU008,NEU131,1,1
161,NEU008,NEU151,1,1
162,NEU008,NEU170,1,1
163,NEU008,NEU171,1,1
164,NEU009,NEU018,1,1
165,NEU018,NEU009,3,1
166,NEU009,NEU019,7,1
167,NEU041,NEU009,1,1
168,NEU073,NEU009,1,1
169,NEU017,NEU010,2,1
170,NEU018,NEU010,1,1
171,NEU010,NEU020,12,1
172,NEU010,NEU041,1,1
173,NEU041,NEU010,2,1
174,NEU074,NEU010,1,1
175,NEU182,NEU010,1,1
176,NEU011,NEU013,3,1
177,NEU011,NEU015,2,1
178,NEU015,NEU011,1,1
179,NEU018,NEU011,2,1
180,NEU011,NEU021,1,1
181,NEU021,NEU011,3,1
182,NEU040,NEU011,3,1
183,NEU011,NEU041,1,1
184,NEU041,NEU011,1,1
185,NEU011,NEU042,1,1
186,NEU042,NEU011,6,1
187,NEU011,NEU044,1,1
188,NEU044,NEU011,5,1
189,NEU047,NEU011,1,1
190,NEU011,NEU050,2,1
191,NEU050,NEU011,7,1
192,NEU077,NEU011,2,1
193,NEU011,NEU078,1,1
194,NEU011,NEU114,1,1
195,NEU114,NEU011,1,1
196,NEU160,NEU011,3,1
197,NEU011,NEU173,1,1
198,NEU011,NEU198,1,1
199,NEU012,NEU014,6,1
200,NEU016,NEU012,5,1
201,NEU012,NEU022,1,1
202,NEU022,NEU012,1,1
203,NEU012,NEU041,1,1
204,NEU041,NEU012,1,1
205,NEU012,NEU043,1,1
206,NEU043,NEU012,8,1
207,NEU045,NEU012,6,1
208,NEU047,NEU012,1,1
209,NEU051,NEU012,8,1
210,NEU012,NEU074,1,1
211,NEU012,NEU077,1,1
212,NEU077,NEU012,3,1
213,NEU012,NEU078,1,1
214,NEU078,NEU012,1,1
215,NEU161,NEU012,3,1
216,NEU012,NEU174,2,1
217,NEU018,NEU013,2,1
218,NEU013,NEU019,1,1
219,NEU021,NEU013,2,1
220,NEU022,NEU013,1,1
221,NEU040,NEU013,1,1
222,NEU013,NEU041,1,1
223,NEU041,NEU013,2,1
224,NEU042,NEU013,3,1
225,NEU044,NEU013,2,1
226,NEU046,NEU013,1,1
227,NEU050,NEU013,2,1
228,NEU013,NEU054,2,1
229,NEU013,NEU056,1,1
230,NEU077,NEU013,1,1
231,NEU079,NEU013,1,1
232,NEU111,NEU013,1,1
233,NEU013,NEU112,1,1
234,NEU112,NEU013,1,1
235,NEU115,NEU013,1,1
236,NEU163,NEU013,2,1
237,NEU013,NEU169,1,1
238,NEU169,NEU013,1,1
239,NEU013,NEU173,1,1
240,NEU013,NEU176,1,1
241,NEU013,NEU178,2,1
242,NEU013,NEU179,1,1
243,NEU179,NEU013,4,1
244,NEU013,NEU202,2,1
245,NEU202,NEU013,1,1
246,NEU013,NEU203,2,1
247,NEU204,NEU013,1,1
248,NEU210,NEU013,2,1
249,NEU013,NEU224,4,1
250,NEU021,NEU014,2,1
251,NEU022,NEU014,1,1
252,NEU040,NEU014,2,1
253,NEU041,NEU014,1,1
254,NEU043,NEU014,2,1
255,NEU045,NEU014,1,1
256,NEU047,NEU014,1,1
257,NEU014,NEU055,1,1
258,NEU014,NEU057,3,1
259,NEU014,NEU060,1,1
260,NEU075,NEU014,1,1
261,NEU077,NEU014,1,1
262,NEU078,NEU014,4,1
263,NEU111,NEU014,3,1
264,NEU112,NEU014,2,1
265,NEU113,NEU014,1,1
266,NEU115,NEU014,1,1
267,NEU163,NEU014,4,1
268,NEU014,NEU166,1,1
269,NEU014,NEU168,4,1
270,NEU168,NEU014,2,1
271,NEU014,NEU178,4,1
272,NEU014,NEU179,1,1
273,NEU198,NEU014,1,1
274,NEU014,NEU202,1,1
275,NEU203,NEU014,1,1
276,NEU209,NEU014,1,1
277,NEU014,NEU223,1,1
278,NEU014,NEU225,1,1
279,NEU014,NEU251,3,1
280,NEU251,NEU014,1,1
281,NEU015,NEU024,1,1
282,NEU015,NEU042,2,1
283,NEU015,NEU050,2,1
284,NEU050,NEU015,2,1
285,NEU015,NEU057,2,1
286,NEU015,NEU058,1,1
287,NEU015,NEU059,1,1
288,NEU015,NEU061,1,1
289,NEU015,NEU062,1,1
290,NEU015,NEU063,1,1
291,NEU015,NEU065,2,1
292,NEU015,NEU066,1,1
293,NEU015,NEU067,1,1
294,NEU015,NEU160,1,1
295,NEU015,NEU173,1,1
296,NEU015,NEU221,1,1
297,NEU016,NEU043,2,1
298,NEU016,NEU049,2,1
299,NEU016,NEU051,3,1
300,NEU051,NEU016,1,1
301,NEU016,NEU059,1,1
302,NEU016,NEU062,1,1
303,NEU016,NEU063,1,1
304,NEU016,NEU114,1,1
305,NEU016,NEU115,2,1
306,NEU016,NEU133,1,1
307,NEU016,NEU157,1,1
308,NEU016,NEU174,1,1
309,NEU016,NEU199,1,1
310,NEU199,NEU016,1,1
311,NEU017,NEU040,1,1
312,NEU017,NEU043,1,1
313,NEU017,NEU053,1,1
314,NEU017,NEU079,3,1
315,NEU017,NEU168,1,1
316,NEU017,NEU169,2,1
317,NEU018,NEU040,1,1
318,NEU018,NEU041,1,1
319,NEU042,NEU018,1,1
320,NEU018,NEU053,1,1
321,NEU018,NEU080,3,1
322,NEU018,NEU168,2,1
323,NEU018,NEU172,1,1
324,NEU019,NEU021,3,1
325,NEU040,NEU019,8,1
326,NEU041,NEU019,2,1
327,NEU046,NEU019,2,1
328,NEU019,NEU073,3,1
329,NEU073,NEU019,1,1
330,NEU019,NEU077,1,1
331,NEU077,NEU019,7,1
332,NEU019,NEU078,1,1
333,NEU078,NEU019,1,1
334,NEU080,NEU019,1,1
335,NEU019,NEU115,1,1
336,NEU019,NEU166,1,1
337,NEU019,NEU168,4,1
338,NEU020,NEU022,8,1
339,NEU040,NEU020,5,1
340,NEU041,NEU020,4,1
341,NEU043,NEU020,1,1
342,NEU053,NEU020,1,1
343,NEU020,NEU074,1,1
344,NEU074,NEU020,2,1
345,NEU078,NEU020,3,1
346,NEU020,NEU114,1,1
347,NEU020,NEU167,6,1
348,NEU020,NEU169,2,1
349,NEU021,NEU040,1,1
350,NEU046,NEU021,1,1
351,NEU021,NEU061,5,1
352,NEU073,NEU021,3,1
353,NEU075,NEU021,3,1
354,NEU021,NEU109,1,1
355,NEU109,NEU021,3,1
356,NEU114,NEU021,2,1
357,NEU115,NEU021,1,1
358,NEU021,NEU166,3,1
359,NEU021,NEU175,1,1
360,NEU177,NEU021,4,1
361,NEU021,NEU178,4,1
362,NEU182,NEU021,3,1
363,NEU021,NEU219,1,1
364,NEU021,NEU221,7,1
365,NEU021,NEU252,1,1
366,NEU022,NEU060,4,1
367,NEU022,NEU061,1,1
368,NEU074,NEU022,2,1
369,NEU076,NEU022,1,1
370,NEU022,NEU109,1,1
371,NEU114,NEU022,1,1
372,NEU115,NEU022,1,1
373,NEU022,NEU167,4,1
374,NEU169,NEU022,1,1
375,NEU175,NEU022,1,1
376,NEU177,NEU022,4,1
377,NEU022,NEU179,1,1
378,NEU182,NEU022,4,1
379,NEU022,NEU220,5,1
380,NEU022,NEU222,3,1
381,NEU022,NEU224,1,1
382,NEU023,NEU054,1,1
383,NEU023,NEU060,2,1
384,NEU023,NEU061,1,1
385,NEU023,NEU189,1,1
386,NEU024,NEU059,1,1
387,NEU024,NEU060,1,1
388,NEU024,NEU081,5,1
389,NEU024,NEU083,3,1
390,NEU024,NEU085,2,1
391,NEU024,NEU151,2,1
392,NEU024,NEU152,1,1
393,NEU173,NEU024,2,1
394,NEU024,NEU187,1,1
395,NEU024,NEU198,1,1
396,NEU198,NEU024,1,1
397,NEU024,NEU209,1,1
398,NEU209,NEU024,1,1
399,NEU025,NEU082,5,1
400,NEU082,NEU025,1,1
401,NEU025,NEU084,1,1
402,NEU025,NEU086,1,1
403,NEU025,NEU152,3,1
404,NEU025,NEU186,1,1
405,NEU025,NEU211,1,1
406,NEU175,NEU026,1,1
407,NEU198,NEU026,1,1
408,NEU026,NEU204,3,1
409,NEU204,NEU026,1,1
410,NEU026,NEU220,2,1
411,NEU026,NEU225,1,1
412,NEU176,NEU027,1,1
413,NEU199,NEU027,1,1
414,NEU027,NEU201,1,1
415,NEU027,NEU205,2,1
416,NEU027,NEU219,2,1
417,NEU027,NEU224,1,1
418,NEU027,NEU225,1,1
419,NEU028,NEU054,1,1
420,NEU028,NEU055,1,1
421,NEU028,NEU056,1,1
422,NEU028,NEU057,4,1
423,NEU028,NEU058,1,1
424,NEU028,NEU059,1,1
425,NEU066,NEU028,2,1
426,NEU028,NEU067,1,1
427,NEU028,NEU079,2,1
428,NEU028,NEU080,2,1
429,NEU109,NEU028,1,1
430,NEU028,NEU152,2,1
431,NEU152,NEU028,1,1
432,NEU028,NEU158,1,1
433,NEU158,NEU028,1,1
434,NEU159,NEU028,2,1
435,NEU028,NEU166,1,1
436,NEU028,NEU167,1,1
437,NEU028,NEU233,1,1
438,NEU055,NEU029,1,1
439,NEU057,NEU029,1,1
440,NEU058,NEU029,1,1
441,NEU060,NEU029,1,1
442,NEU061,NEU029,1,1
443,NEU029,NEU087,2,1
444,NEU096,NEU029,1,1
445,NEU151,NEU029,1,1
446,NEU029,NEU267,1,1
447,NEU054,NEU030,1,1
448,NEU055,NEU030,2,1
449,NEU061,NEU030,2,1
450,NEU030,NEU096,1,1
451,NEU096,NEU030,1,1
452,NEU030,NEU103,1,1
453,NEU152,NEU030,1,1
454,NEU172,NEU030,1,1
455,NEU030,NEU268,4,1
456,NEU054,NEU031,1,1
457,NEU055,NEU031,1,1
458,NEU056,NEU031,1,1
459,NEU057,NEU031,1,1
460,NEU061,NEU031,1,1
461,NEU031,NEU089,1,1
462,NEU096,NEU031,1,1
463,NEU031,NEU103,1,1
464,NEU031,NEU268,1,1
465,NEU031,NEU269,1,1
466,NEU032,NEU033,1,1
467,NEU054,NEU032,1,1
468,NEU055,NEU032,1,1
469,NEU056,NEU032,1,1
470,NEU057,NEU032,1,1
471,NEU058,NEU032,1,1
472,NEU089,NEU032,1,1
473,NEU098,NEU032,1,1
474,NEU032,NEU270,3,1
475,NEU054,NEU033,3,1
476,NEU055,NEU033,1,1
477,NEU056,NEU033,1,1
478,NEU057,NEU033,1,1
479,NEU058,NEU033,1,1
480,NEU059,NEU033,1,1
481,NEU098,NEU033,1,1
482,NEU033,NEU104,1,1
483,NEU115,NEU033,1,1
484,NEU033,NEU271,3,1
485,NEU055,NEU034,2,1
486,NEU056,NEU034,1,1
487,NEU057,NEU034,1,1
488,NEU147,NEU034,1,1
489,NEU162,NEU034,1,1
490,NEU034,NEU272,3,1
491,NEU054,NEU035,8,1
492,NEU055,NEU035,3,1
493,NEU057,NEU035,1,1
494,NEU054,NEU036,5,1
495,NEU055,NEU036,6,1
496,NEU054,NEU037,8,1
497,NEU037,NEU055,1,1
498,NEU055,NEU037,5,1
499,NEU056,NEU037,1,1
500,NEU054,NEU038,2,1
501,NEU055,NEU038,1,1
502,NEU056,NEU038,1,1
503,NEU057,NEU038,1,1
504,NEU058,NEU038,1,1
505,NEU059,NEU038,1,1
506,NEU054,NEU039,4,1
507,NEU055,NEU039,6,1
508,NEU058,NEU039,2,1
509,NEU039,NEU136,1,1
510,NEU136,NEU039,1,1
511,NEU039,NEU137,1,1
512,NEU250,NEU039,2,1
513,NEU039,NEU279,2,1
514,NEU047,NEU040,2,1
515,NEU073,NEU040,4,1
516,NEU074,NEU040,1,1
517,NEU040,NEU077,4,1
518,NEU077,NEU040,1,1
519,NEU040,NEU078,1,1
520,NEU078,NEU040,1,1
521,NEU040,NEU167,1,1
522,NEU046,NEU041,1,1
523,NEU041,NEU074,1,1
524,NEU074,NEU041,2,1
525,NEU041,NEU077,1,1
526,NEU041,NEU078,1,1
527,NEU161,NEU041,1,1
528,NEU042,NEU050,1,1
529,NEU073,NEU042,1,1
530,NEU076,NEU043,1,1
531,NEU078,NEU043,1,1
532,NEU086,NEU043,1,1
533,NEU044,NEU050,1,1
534,NEU044,NEU054,2,1
535,NEU044,NEU056,6,1
536,NEU044,NEU058,2,1
537,NEU044,NEU059,2,1
538,NEU114,NEU044,1,1
539,NEU115,NEU044,2,1
540,NEU044,NEU166,4,1
541,NEU044,NEU178,1,1
542,NEU044,NEU180,1,1
543,NEU198,NEU044,1,1
544,NEU233,NEU044,1,1
545,NEU047,NEU045,1,1
546,NEU045,NEU055,1,1
547,NEU045,NEU057,3,1
548,NEU045,NEU058,1,1
549,NEU045,NEU059,1,1
550,NEU045,NEU061,3,1
551,NEU076,NEU045,2,1
552,NEU114,NEU045,2,1
553,NEU045,NEU115,1,1
554,NEU045,NEU159,1,1
555,NEU159,NEU045,1,1
556,NEU045,NEU167,2,1
557,NEU174,NEU045,2,1
558,NEU045,NEU199,2,1
559,NEU199,NEU045,1,1
560,NEU046,NEU050,2,1
561,NEU046,NEU077,1,1
562,NEU046,NEU078,1,1
563,NEU046,NEU168,1,1
564,NEU047,NEU077,1,1
565,NEU047,NEU078,1,1
566,NEU048,NEU050,4,1
567,NEU063,NEU048,1,1
568,NEU048,NEU114,1,1
569,NEU048,NEU115,1,1
570,NEU048,NEU160,8,1
571,NEU160,NEU048,1,1
572,NEU049,NEU051,1,1
573,NEU114,NEU049,1,1
574,NEU049,NEU115,1,1
575,NEU049,NEU161,9,1
576,NEU063,NEU050,1,1
577,NEU114,NEU050,1,1
578,NEU160,NEU050,4,1
579,NEU051,NEU074,1,1
580,NEU051,NEU086,1,1
581,NEU161,NEU051,4,1
582,NEU051,NEU174,1,1
583,NEU052,NEU054,1,1
584,NEU052,NEU059,1,1
585,NEU052,NEU060,3,1
586,NEU109,NEU052,1,1
587,NEU122,NEU052,1,1
588,NEU052,NEU166,5,1
589,NEU052,NEU168,2,1
590,NEU168,NEU052,1,1
591,NEU182,NEU052,1,1
592,NEU233,NEU052,1,1
593,NEU053,NEU055,1,1
594,NEU053,NEU061,1,1
595,NEU074,NEU053,1,1
596,NEU109,NEU053,1,1
597,NEU053,NEU167,1,1
598,NEU053,NEU169,4,1
599,NEU177,NEU053,1,1
600,NEU053,NEU234,1,1
601,NEU234,NEU053,1,1
602,NEU054,NEU055,2,1
603,NEU055,NEU054,1,1
604,NEU056,NEU054,6,1
605,NEU054,NEU057,1,1
606,NEU057,NEU054,5,1
607,NEU054,NEU058,1,1
608,NEU058,NEU054,1,1
609,NEU059,NEU054,3,1
610,NEU060,NEU054,2,1
611,NEU061,NEU054,2,1
612,NEU054,NEU065,1,1
613,NEU068,NEU054,1,1
614,NEU077,NEU054,1,1
615,NEU080,NEU054,1,1
616,NEU082,NEU054,3,1
617,NEU054,NEU087,1,1
618,NEU054,NEU088,1,1
619,NEU054,NEU089,1,1
620,NEU054,NEU090,1,1
621,NEU054,NEU091,2,1
622,NEU054,NEU092,11,1
623,NEU054,NEU093,2,1
624,NEU054,NEU094,4,1
625,NEU054,NEU095,2,1
626,NEU054,NEU100,1,1
627,NEU054,NEU101,1,1
628,NEU109,NEU054,3,1
629,NEU111,NEU054,5,1
630,NEU112,NEU054,4,1
631,NEU113,NEU054,2,1
632,NEU054,NEU128,1,1
633,NEU128,NEU054,5,1
634,NEU129,NEU054,3,1
635,NEU142,NEU054,9,1
636,NEU143,NEU054,7,1
637,NEU144,NEU054,1,1
638,NEU147,NEU054,1,1
639,NEU150,NEU054,3,1
640,NEU054,NEU151,3,1
641,NEU151,NEU054,1,1
642,NEU054,NEU152,2,1
643,NEU152,NEU054,2,1
644,NEU153,NEU054,6,1
645,NEU154,NEU054,6,1
646,NEU156,NEU054,2,1
647,NEU157,NEU054,2,1
648,NEU158,NEU054,1,1
649,NEU159,NEU054,1,1
650,NEU168,NEU054,1,1
651,NEU170,NEU054,5,1
652,NEU171,NEU054,5,1
653,NEU178,NEU054,1,1
654,NEU179,NEU054,2,1
655,NEU198,NEU054,1,1
656,NEU202,NEU054,6,1
657,NEU204,NEU054,1,1
658,NEU209,NEU054,1,1
659,NEU210,NEU054,2,1
660,NEU220,NEU054,1,1
661,NEU238,NEU054,1,1
662,NEU054,NEU240,1,1
663,NEU240,NEU054,1,1
664,NEU054,NEU241,2,1
665,NEU054,NEU242,2,1
666,NEU054,NEU243,3,1
667,NEU054,NEU244,4,1
668,NEU054,NEU246,6,1
669,NEU054,NEU247,7,1
670,NEU054,NEU248,5,1
671,NEU054,NEU249,6,1
672,NEU054,NEU250,2,1
673,NEU272,NEU054,1,1
674,NEU055,NEU056,1,1
675,NEU056,NEU055,5,1
676,NEU057,NEU055,5,1
677,NEU055,NEU058,1,1
678,NEU058,NEU055,2,1
679,NEU055,NEU059,2,1
680,NEU059,NEU055,1,1
681,NEU055,NEU060,2,1
682,NEU060,NEU055,4,1
683,NEU055,NEU061,2,1
684,NEU061,NEU055,16,1
685,NEU064,NEU055,1,1
686,NEU067,NEU055,1,1
687,NEU068,NEU055,1,1
688,NEU079,NEU055,1,1
689,NEU055,NEU087,1,1
690,NEU055,NEU088,2,1
691,NEU055,NEU089,1,1
692,NEU055,NEU090,2,1
693,NEU055,NEU091,2,1
694,NEU055,NEU092,2,1
695,NEU055,NEU093,3,1
696,NEU055,NEU094,1,1
697,NEU055,NEU095,2,1
698,NEU055,NEU098,1,1
699,NEU055,NEU100,1,1
700,NEU055,NEU101,2,1
701,NEU109,NEU055,1,1
702,NEU111,NEU055,7,1
703,NEU112,NEU055,17,1
704,NEU113,NEU055,5,1
705,NEU055,NEU128,1,1
706,NEU128,NEU055,1,1
707,NEU055,NEU129,3,1
708,NEU129,NEU055,7,1
709,NEU055,NEU138,1,1
710,NEU055,NEU139,1,1
711,NEU142,NEU055,6,1
712,NEU143,NEU055,7,1
713,NEU147,NEU055,1,1
714,NEU150,NEU055,2,1
715,NEU055,NEU151,2,1
716,NEU151,NEU055,4,1
717,NEU055,NEU152,5,1
718,NEU152,NEU055,7,1
719,NEU153,NEU055,6,1
720,NEU154,NEU055,9,1
721,NEU158,NEU055,1,1
722,NEU159,NEU055,2,1
723,NEU165,NEU055,1,1
724,NEU169,NEU055,2,1
725,NEU170,NEU055,6,1
726,NEU171,NEU055,5,1
727,NEU055,NEU175,1,1
728,NEU199,NEU055,1,1
729,NEU203,NEU055,3,1
730,NEU205,NEU055,4,1
731,NEU055,NEU206,1,1
732,NEU055,NEU207,1,1
733,NEU209,NEU055,3,1
734,NEU219,NEU055,1,1
735,NEU055,NEU240,1,1
736,NEU055,NEU241,1,1
737,NEU055,NEU242,2,1
738,NEU055,NEU243,1,1
739,NEU055,NEU244,3,1
740,NEU055,NEU246,9,1
741,NEU055,NEU247,4,1
742,NEU055,NEU248,4,1
743,NEU055,NEU249,8,1
744,NEU271,NEU055,1,1
745,NEU277,NEU055,2,1
746,NEU055,NEU279,2,1
747,NEU279,NEU055,2,1
748,NEU056,NEU057,1,1
749,NEU057,NEU056,1,1
750,NEU056,NEU058,1,1
751,NEU056,NEU059,2,1
752,NEU059,NEU056,1,1
753,NEU056,NEU060,1,1
754,NEU056,NEU061,2,1
755,NEU062,NEU056,1,1
756,NEU063,NEU056,1,1
757,NEU064,NEU056,1,1
758,NEU065,NEU056,1,1
759,NEU066,NEU056,2,1
760,NEU067,NEU056,1,1
761,NEU068,NEU056,1,1
762,NEU069,NEU056,1,1
763,NEU056,NEU071,1,1
764,NEU072,NEU056,6,1
765,NEU075,NEU056,1,1
766,NEU109,NEU056,1,1
767,NEU111,NEU056,1,1
768,NEU112,NEU056,1,1
769,NEU113,NEU056,5,1
770,NEU151,NEU056,5,1
771,NEU152,NEU056,2,1
772,NEU056,NEU157,1,1
773,NEU157,NEU056,1,1
774,NEU158,NEU056,2,1
775,NEU159,NEU056,4,1
776,NEU161,NEU056,1,1
777,NEU162,NEU056,4,1
778,NEU173,NEU056,10,1
779,NEU174,NEU056,1,1
780,NEU178,NEU056,2,1
781,NEU179,NEU056,2,1
782,NEU210,NEU056,2,1
783,NEU231,NEU056,1,1
784,NEU233,NEU056,1,1
785,NEU234,NEU056,1,1
786,NEU056,NEU240,1,1
787,NEU056,NEU245,1,1
788,NEU056,NEU248,1,1
789,NEU056,NEU252,1,1
790,NEU056,NEU264,1,1
791,NEU265,NEU056,1,1
792,NEU062,NEU057,2,1
793,NEU063,NEU057,3,1
794,NEU064,NEU057,2,1
795,NEU065,NEU057,1,1
796,NEU066,NEU057,1,1
797,NEU067,NEU057,4,1
798,NEU068,NEU057,1,1
799,NEU072,NEU057,2,1
800,NEU076,NEU057,2,1
801,NEU057,NEU091,1,1
802,NEU112,NEU057,1,1
803,NEU113,NEU057,1,1
804,NEU057,NEU115,1,1
805,NEU151,NEU057,1,1
806,NEU152,NEU057,6,1
807,NEU156,NEU057,1,1
808,NEU157,NEU057,2,1
809,NEU158,NEU057,6,1
810,NEU159,NEU057,5,1
811,NEU162,NEU057,4,1
812,NEU168,NEU057,1,1
813,NEU173,NEU057,1,1
814,NEU174,NEU057,3,1
815,NEU178,NEU057,3,1
816,NEU179,NEU057,1,1
817,NEU198,NEU057,2,1
818,NEU199,NEU057,1,1
819,NEU210,NEU057,4,1
820,NEU232,NEU057,1,1
821,NEU234,NEU057,2,1
822,NEU237,NEU057,1,1
823,NEU057,NEU242,1,1
824,NEU057,NEU247,1,1
825,NEU057,NEU269,1,1
826,NEU059,NEU058,2,1
827,NEU065,NEU058,1,1
828,NEU067,NEU058,1,1
829,NEU068,NEU058,1,1
830,NEU058,NEU087,1,1
831,NEU058,NEU088,1,1
832,NEU058,NEU089,4,1
833,NEU058,NEU090,1,1
834,NEU058,NEU091,1,1
835,NEU058,NEU094,1,1
836,NEU112,NEU058,6,1
837,NEU113,NEU058,2,1
838,NEU058,NEU128,1,1
839,NEU128,NEU058,4,1
840,NEU129,NEU058,1,1
841,NEU142,NEU058,1,1
842,NEU143,NEU058,1,1
843,NEU147,NEU058,1,1
844,NEU150,NEU058,7,1
845,NEU058,NEU151,1,1
846,NEU151,NEU058,5,1
847,NEU152,NEU058,5,1
848,NEU156,NEU058,3,1
849,NEU199,NEU058,1,1
850,NEU058,NEU206,1,1
851,NEU058,NEU207,1,1
852,NEU058,NEU208,1,1
853,NEU242,NEU058,1,1
854,NEU058,NEU243,1,1
855,NEU061,NEU059,1,1
856,NEU064,NEU059,1,1
857,NEU066,NEU059,1,1
858,NEU068,NEU059,1,1
859,NEU059,NEU087,2,1
860,NEU059,NEU088,1,1
861,NEU059,NEU089,1,1
862,NEU059,NEU090,1,1
863,NEU059,NEU091,2,1
864,NEU059,NEU094,1,1
865,NEU059,NEU095,1,1
866,NEU059,NEU099,1,1
867,NEU059,NEU111,1,1
868,NEU112,NEU059,13,1
869,NEU113,NEU059,1,1
870,NEU114,NEU059,2,1
871,NEU115,NEU059,1,1
872,NEU059,NEU128,2,1
